country,year,Population,GDP
St. Kitts and Nevis,1973,44314,"24,196,018 "
St. Kitts and Nevis,1972,44328,"22,944,849 "
St. Kitts and Nevis,1971,44490,"19,624,746 "
St. Kitts and Nevis,1970,44882,"16,300,000 "
St. Kitts and Nevis,1969,45534,"15,850,000 "
St. Kitts and Nevis,1968,46399,"14,600,000 "
St. Kitts and Nevis,1967,47383,"16,742,339 "
St. Kitts and Nevis,1966,48355,"14,469,078 "
St. Kitts and Nevis,1965,49211,"13,593,932 "
St. Kitts and Nevis,1964,49934,"13,416,633 "
St. Kitts and Nevis,1963,50533,"12,833,301 "
St. Kitts and Nevis,1962,50966,"12,541,635 "
St. Kitts and Nevis,1961,51195,"12,483,302 "
St. Kitts and Nevis,1960,51197,"12,366,636 "
St. Lucia,2015,184999,"1,436,390,326 "
St. Lucia,2014,183645,"1,404,430,556 "
St. Lucia,2013,182305,"1,334,385,778 "
St. Lucia,2012,180890,"1,311,133,148 "
St. Lucia,2011,179278,"1,290,025,296 "
St. Lucia,2010,177397,"1,249,497,000 "
St. Lucia,2009,175196,"1,186,800,333 "
St. Lucia,2008,172729,"1,194,493,407 "
St. Lucia,2007,170146,"1,173,341,556 "
St. Lucia,2006,167656,"1,074,708,501 "
St. Lucia,2005,165407,"946,681,289 "
St. Lucia,2004,163462,"890,757,610 "
St. Lucia,2003,161767,"810,093,361 "
St. Lucia,2002,160218,"746,048,893 "
St. Lucia,2001,158650,"742,383,571 "
St. Lucia,2000,156949,"780,895,370 "
St. Lucia,1999,155073,"692,507,407 "
St. Lucia,1998,153066,"657,529,593 "
St. Lucia,1997,150994,"604,411,111 "
St. Lucia,1996,148962,"566,370,370 "
St. Lucia,1995,147040,"560,811,111 "
St. Lucia,1994,145262,"517,566,667 "
St. Lucia,1993,143592,"492,029,630 "
St. Lucia,1992,141934,"477,996,296 "
St. Lucia,1991,140159,"431,470,370 "
St. Lucia,1990,138180,"397,192,586 "
St. Lucia,1989,135954,"311,511,106 "
St. Lucia,1988,133532,"273,977,773 "
St. Lucia,1987,131032,"242,385,181 "
St. Lucia,1986,128620,"225,777,774 "
St. Lucia,1985,126416,"189,166,663 "
St. Lucia,1984,124468,"197,088,885 "
St. Lucia,1983,122738,"154,503,701 "
St. Lucia,1982,121150,"143,588,886 "
St. Lucia,1981,119593,"152,244,442 "
St. Lucia,1980,117984,"133,414,812 "
St. Lucia,1979,116292,"103,444,443 "
St. Vincent and the Grenadines,2015,109462,"751,373,263 "
St. Vincent and the Grenadines,2014,109360,"729,738,560 "
St. Vincent and the Grenadines,2013,109327,"720,636,185 "
St. Vincent and the Grenadines,2012,109334,"692,933,741 "
St. Vincent and the Grenadines,2011,109341,"676,129,407 "
St. Vincent and the Grenadines,2010,109316,"681,225,963 "
St. Vincent and the Grenadines,2009,109255,"674,922,481 "
St. Vincent and the Grenadines,2008,109165,"695,428,852 "
St. Vincent and the Grenadines,2007,109049,"651,436,074 "
St. Vincent and the Grenadines,2006,108908,"610,778,296 "
St. Vincent and the Grenadines,2005,108749,"550,728,667 "
St. Vincent and the Grenadines,2004,108563,"521,975,111 "
St. Vincent and the Grenadines,2003,108354,"481,806,296 "
St. Vincent and the Grenadines,2002,108150,"461,883,444 "
St. Vincent and the Grenadines,2001,107989,"430,040,370 "
St. Vincent and the Grenadines,2000,107897,"396,270,000 "
St. Vincent and the Grenadines,1999,107879,"390,719,148 "
St. Vincent and the Grenadines,1998,107923,"373,619,852 "
St. Vincent and the Grenadines,1997,108001,"347,770,000 "
St. Vincent and the Grenadines,1996,108078,"331,489,704 "
St. Vincent and the Grenadines,1995,108122,"316,008,481 "
St. Vincent and the Grenadines,1994,108129,"289,438,481 "
St. Vincent and the Grenadines,1993,108097,"286,307,815 "
St. Vincent and the Grenadines,1992,108001,"277,954,111 "
St. Vincent and the Grenadines,1991,107811,"254,829,630 "
St. Vincent and the Grenadines,1990,107509,"240,365,255 "
St. Vincent and the Grenadines,1989,107081,"214,744,996 "
St. Vincent and the Grenadines,1988,106533,"200,726,700 "
St. Vincent and the Grenadines,1987,105892,"175,580,627 "
St. Vincent and the Grenadines,1986,105197,"160,846,664 "
St. Vincent and the Grenadines,1985,104477,"145,641,701 "
St. Vincent and the Grenadines,1984,103742,"135,024,998 "
St. Vincent and the Grenadines,1983,102985,"122,255,331 "
St. Vincent and the Grenadines,1982,102202,"113,759,183 "
St. Vincent and the Grenadines,1981,101378,"102,086,554 "
St. Vincent and the Grenadines,1980,100506,"82,340,332 "
St. Vincent and the Grenadines,1979,99589,"71,096,369 "
St. Vincent and the Grenadines,1978,98634,"60,844,777 "
St. Vincent and the Grenadines,1977,97649,"49,353,147 "
St. Vincent and the Grenadines,1976,96639,"32,792,480 "
St. Vincent and the Grenadines,1975,95614,"33,237,164 "
St. Vincent and the Grenadines,1974,94572,"32,924,216 "
St. Vincent and the Grenadines,1973,93516,"30,165,373 "
St. Vincent and the Grenadines,1972,92465,"27,585,488 "
St. Vincent and the Grenadines,1971,91440,"20,051,648 "
St. Vincent and the Grenadines,1970,90457,"18,450,000 "
St. Vincent and the Grenadines,1969,89518,"16,650,000 "
St. Vincent and the Grenadines,1968,88615,"15,350,000 "
St. Vincent and the Grenadines,1967,87736,"15,835,088 "
St. Vincent and the Grenadines,1966,86860,"16,099,960 "
St. Vincent and the Grenadines,1965,85972,"15,108,295 "
St. Vincent and the Grenadines,1964,85076,"14,758,296 "
St. Vincent and the Grenadines,1963,84167,"13,708,299 "
St. Vincent and the Grenadines,1962,83206,"14,524,963 "
St. Vincent and the Grenadines,1961,82144,"13,999,965 "
St. Vincent and the Grenadines,1960,80948,"13,066,634 "
Sudan,2015,40234882,"84,066,770,983 "
Sudan,2014,39350274,"73,814,947,341 "
Sudan,2013,38515095,"66,480,141,187 "
Sudan,2012,37712420,"62,688,889,673 "
Sudan,2011,36918193,"67,327,289,320 "
Sudan,2010,36114885,"65,634,109,237 "
Sudan,2009,35297298,"53,150,209,168 "
Sudan,2008,34470138,"54,526,580,232 "
Sudan,2007,33637960,"45,898,948,564 "
Sudan,2006,32809056,"35,822,408,612 "
Sudan,2005,31990003,"26,524,538,566 "
Sudan,2004,31176209,"21,457,470,203 "
Sudan,2003,30365586,"17,646,503,525 "
Sudan,2002,29569978,"14,803,189,093 "
Sudan,2001,28805142,"13,182,979,784 "
Sudan,2000,28079664,"12,257,418,326 "
Sudan,1999,27406808,"10,682,045,258 "
Sudan,1998,26777059,"11,250,327,988 "
Sudan,1997,26149124,"11,681,494,637 "
Sudan,1996,25466387,"9,018,243,044 "
Sudan,1995,24691970,"13,829,744,879 "
Sudan,1994,23805536,"12,794,192,334 "
Sudan,1993,22829227,"8,881,785,938 "
Sudan,1992,21820588,"7,034,219,713 "
Sudan,1991,20861117,"11,379,222,222 "
Sudan,1990,20008804,"12,408,647,780 "
Sudan,1989,19284633,"15,295,635,624 "
Sudan,1988,18669146,"15,510,324,099 "
Sudan,1987,18130501,"20,631,219,762 "
Sudan,1986,17618852,"15,966,649,370 "
Sudan,1985,17097619,"12,459,385,571 "
Sudan,1984,16559205,"10,044,297,796 "
Sudan,1983,16015120,"8,465,226,937 "
Sudan,1982,15470415,"9,254,395,996 "
Sudan,1981,14935471,"9,538,009,463 "
Sudan,1980,14418063,"7,617,256,737 "
Sudan,1979,13917268,"8,418,407,787 "
Sudan,1978,13429688,"8,128,719,315 "
Sudan,1977,12958110,"7,499,005,639 "
Sudan,1976,12506035,"6,013,210,816 "
Sudan,1975,12075841,"4,823,090,192 "
Sudan,1974,11668674,"3,958,931,660 "
Sudan,1973,11283574,"3,077,254,460 "
Sudan,1972,10918137,"2,483,055,722 "
Sudan,1971,10568788,"2,288,340,041 "
Sudan,1970,10232758,"2,100,229,759 "
Sudan,1969,9909152,"1,847,501,441 "
Sudan,1968,9598196,"1,677,771,401 "
Sudan,1967,9299545,"1,607,409,539 "
Sudan,1966,9013112,"1,484,491,676 "
Sudan,1965,8738703,"1,446,869,619 "
Sudan,1964,8475765,"1,388,282,600 "
Sudan,1963,8223613,"1,351,234,926 "
Sudan,1962,7981797,"1,328,259,625 "
Sudan,1961,7749884,"1,222,860,429 "
Sudan,1960,7527450,"1,126,364,162 "
Suriname,2015,542975,"4,877,888,604 "
Suriname,2014,538248,"5,210,303,030 "
Suriname,2013,533450,"5,130,909,091 "
Suriname,2012,528535,"4,980,000,000 "
Suriname,2011,523439,"4,422,276,622 "
Suriname,2010,518141,"4,368,398,048 "
Suriname,2009,512522,"3,875,409,836 "
Suriname,2008,506657,"3,532,969,035 "
Suriname,2007,500953,"2,936,612,022 "
Suriname,2006,495953,"2,626,380,435 "
Suriname,2005,491999,"1,793,776,693 "
Suriname,2004,489312,"1,484,092,538 "
Suriname,2003,487641,"1,271,196,078 "
Suriname,2002,486271,"1,078,402,128 "
Suriname,2001,484210,"763,465,550 "
Suriname,2000,480751,"892,164,394 "
Suriname,1999,475637,"885,444,186 "
Suriname,1998,469108,"945,000,000 "
Suriname,1997,461569,"929,607,500 "
Suriname,1996,453653,"860,630,923 "
Suriname,1995,445830,"693,970,588 "
Suriname,1994,438280,"605,492,537 "
Suriname,1993,430901,"428,794,118 "
Suriname,1992,423572,"404,600,000 "
Suriname,1991,416068,"448,300,000 "
Suriname,1990,408276,"388,300,000 "
Suriname,1989,400133,"542,520,000 "
Suriname,1988,391851,"1,160,900,000 "
Suriname,1987,383916,"979,850,000 "
Suriname,1986,376973,"891,000,000 "
Suriname,1985,371469,"873,250,000 "
Suriname,1984,367611,"864,150,000 "
Suriname,1983,365242,"883,600,000 "
Suriname,1982,363993,"915,150,000 "
Suriname,1981,363309,"889,050,000 "
Suriname,1980,362777,"794,900,000 "
Suriname,1979,362137,"783,000,000 "
Suriname,1978,361463,"735,500,000 "
Suriname,1977,361053,"641,000,000 "
Suriname,1976,361368,"505,500,000 "
Suriname,1975,362651,"465,000,000 "
Suriname,1974,365104,"368,600,000 "
Suriname,1973,368342,"305,300,000 "
Suriname,1972,371318,"287,600,000 "
Suriname,1971,372619,"270,650,000 "
Suriname,1970,371268,"247,150,000 "
Suriname,1969,366845,"233,450,000 "
Suriname,1968,359735,"220,600,000 "
Suriname,1967,350755,"198,450,000 "
Suriname,1966,341137,"171,100,000 "
Suriname,1965,331799,"138,650,000 "
Suriname,1964,322995,"120,850,000 "
Suriname,1963,314530,"110,000,000 "
Suriname,1962,306330,"103,500,000 "
Suriname,1961,298190,"98,400,000 "
Suriname,1960,289972,"93,850,000 "
Swaziland,2015,1286970,"4,060,072,444 "
Swaziland,2014,1269112,"4,412,891,833 "
Swaziland,2013,1250641,"4,562,432,041 "
Swaziland,2012,1231694,"4,912,817,418 "
Swaziland,2011,1212458,"4,963,056,465 "
Swaziland,2010,1193148,"3,527,776,867 "
Swaziland,2009,1173529,"3,144,671,159 "
Swaziland,2008,1153750,"3,019,779,209 "
Swaziland,2007,1134853,"3,053,808,159 "
Swaziland,2006,1118204,"2,947,943,587 "
Swaziland,2005,1104642,"2,584,089,444 "
Swaziland,2004,1094775,"2,420,645,241 "
Swaziland,2003,1087949,"1,854,032,546 "
Swaziland,2002,1082195,"1,224,226,095 "
Swaziland,2001,1074765,"1,349,339,652 "
Swaziland,2000,1063715,"1,524,496,383 "
Swaziland,1999,1048151,"1,547,884,442 "
Swaziland,1998,1028694,"1,576,904,292 "
Swaziland,1997,1006760,"1,716,699,913 "
Swaziland,1996,984506,"1,602,760,100 "
Swaziland,1995,963428,"1,698,982,438 "
Swaziland,1994,944223,"1,419,293,455 "
Swaziland,1993,926224,"1,357,206,996 "
Swaziland,1992,907947,"1,284,766,234 "
Swaziland,1991,887248,"1,156,141,998 "
Swaziland,1990,862728,"1,114,694,112 "
Swaziland,1989,833787,"696,921,410 "
Swaziland,1988,801350,"692,026,607 "
Swaziland,1987,767417,"584,125,997 "
Swaziland,1986,734790,"449,140,384 "
Swaziland,1985,705492,"361,012,319 "
Swaziland,1984,680253,"494,483,241 "
Swaziland,1983,658496,"555,336,146 "
Swaziland,1982,639333,"537,568,142 "
Swaziland,1981,621314,"571,514,416 "
Swaziland,1980,603373,"542,007,473 "
Swaziland,1979,585335,"412,094,078 "
Swaziland,1978,567560,"340,630,000 "
Swaziland,1977,550135,"304,060,000 "
Swaziland,1976,533264,"272,550,000 "
Swaziland,1975,517100,"288,299,884 "
Swaziland,1974,501596,"264,320,940 "
Swaziland,1973,486656,"221,915,096 "
Swaziland,1972,472337,"146,740,390 "
Swaziland,1971,458717,"136,462,081 "
Swaziland,1970,445844,"112,139,955 "
Swaziland,1969,433709,"105,419,958 "
Swaziland,1968,422266,"79,799,968 "
Swaziland,1967,411478,"74,759,970 "
Swaziland,1966,401295,"76,859,969 "
Swaziland,1965,391659,"70,279,972 "
Swaziland,1964,382575,"64,980,554 "
Swaziland,1963,373991,"54,129,438 "
Swaziland,1962,365719,"45,927,962 "
Swaziland,1961,357522,"43,026,043 "
Swaziland,1960,349233,"35,076,846 "
Sweden,2015,9798871,"492,618,068,569 "
Sweden,2014,9696110,"571,100,683,085 "
Sweden,2013,9600379,"578,742,001,488 "
Sweden,2012,9519374,"543,880,647,757 "
Sweden,2011,9449213,"563,113,421,113 "
Sweden,2010,9378126,"488,379,327,090 "
Sweden,2009,9298515,"429,657,033,108 "
Sweden,2008,9219637,"513,965,650,650 "
Sweden,2007,9148092,"487,816,328,342 "
Sweden,2006,9080505,"420,032,121,656 "
Sweden,2005,9029572,"389,042,298,377 "
Sweden,2004,8993531,"381,705,425,302 "
Sweden,2003,8958229,"331,108,912,605 "
Sweden,2002,8924958,"263,926,220,333 "
Sweden,2001,8895960,"239,917,320,967 "
Sweden,2000,8872109,"259,802,012,617 "
Sweden,1999,8857874,"270,847,937,645 "
Sweden,1998,8850974,"266,800,462,899 "
Sweden,1997,8846062,"264,477,727,279 "
Sweden,1996,8840998,"288,103,936,773 "
Sweden,1995,8826939,"264,051,981,551 "
Sweden,1994,8780745,"226,079,963,712 "
Sweden,1993,8718561,"209,950,792,713 "
Sweden,1992,8668067,"280,312,318,915 "
Sweden,1991,8617375,"270,362,531,377 "
Sweden,1990,8558835,"258,154,283,909 "
Sweden,1989,8492964,"214,875,344,910 "
Sweden,1988,8436489,"204,068,257,818 "
Sweden,1987,8397804,"180,429,286,796 "
Sweden,1986,8369829,"148,376,104,540 "
Sweden,1985,8350386,"112,514,448,262 "
Sweden,1984,8336605,"107,661,673,735 "
Sweden,1983,8329033,"103,533,702,639 "
Sweden,1982,8325263,"112,767,844,571 "
Sweden,1981,8320503,"127,858,412,114 "
Sweden,1980,8310531,"140,088,635,568 "
Sweden,1979,8293678,"121,646,718,574 "
Sweden,1978,8275599,"102,969,762,222 "
Sweden,1977,8251540,"93,136,775,103 "
Sweden,1976,8222286,"88,102,107,647 "
Sweden,1975,8192437,"81,716,751,698 "
Sweden,1974,8159955,"65,082,581,295 "
Sweden,1973,8136312,"58,567,384,059 "
Sweden,1972,8122300,"48,263,914,959 "
Sweden,1971,8098334,"40,980,345,656 "
Sweden,1970,8042801,"37,555,366,021 "
Sweden,1969,7968072,"31,649,203,886 "
Sweden,1968,7912273,"29,143,383,491 "
Sweden,1967,7867931,"27,463,409,202 "
Sweden,1966,7807797,"25,302,033,132 "
Sweden,1965,7733853,"23,260,320,646 "
Sweden,1964,7661354,"21,137,242,561 "
Sweden,1963,7604328,"18,954,132,366 "
Sweden,1962,7561588,"17,511,477,311 "
Sweden,1961,7519998,"16,147,160,123 "
Sweden,1960,7484656,"14,842,870,293 "
Switzerland,2015,8286976,"664,737,543,617 "
Switzerland,2014,8188649,"701,037,135,966 "
Switzerland,2013,8089346,"684,919,206,141 "
Switzerland,2012,7996861,"665,408,300,272 "
Switzerland,2011,7912398,"696,311,671,959 "
Switzerland,2010,7824909,"581,211,708,793 "
Switzerland,2009,7743831,"539,528,229,942 "
Switzerland,2008,7647675,"551,546,962,700 "
Switzerland,2007,7551117,"477,407,802,316 "
Switzerland,2006,7483934,"429,195,591,243 "
Switzerland,2005,7437115,"407,535,656,039 "
Switzerland,2004,7389625,"393,541,693,928 "
Switzerland,2003,7339001,"351,982,634,291 "
Switzerland,2002,7284753,"301,127,808,995 "
Switzerland,2001,7229854,"278,628,772,873 "
Switzerland,2000,7184250,"271,659,728,209 "
Switzerland,1999,7143991,"289,884,127,679 "
Switzerland,1998,7110001,"294,977,518,761 "
Switzerland,1997,7088906,"286,604,024,805 "
Switzerland,1996,7071850,"329,619,351,052 "
Switzerland,1995,7040687,"341,759,012,939 "
Switzerland,1994,6993795,"291,913,801,053 "
Switzerland,1993,6938265,"263,691,005,482 "
Switzerland,1992,6875364,"271,133,679,206 "
Switzerland,1991,6799978,"260,459,896,583 "
Switzerland,1990,6715519,"257,420,293,190 "
Switzerland,1989,6646912,"201,572,650,957 "
Switzerland,1988,6593386,"208,774,024,534 "
Switzerland,1987,6545106,"192,981,619,166 "
Switzerland,1986,6504124,"154,095,512,369 "
Switzerland,1985,6470365,"107,496,240,243 "
Switzerland,1984,6441865,"106,019,113,632 "
Switzerland,1983,6418773,"111,035,571,007 "
Switzerland,1982,6391309,"111,431,738,019 "
Switzerland,1981,6354074,"108,721,034,569 "
Switzerland,1980,6319408,"118,710,309,542 "
Switzerland,1969,6136387,"20,524,886,616 "
Switzerland,1968,6067714,"18,942,729,779 "
Switzerland,1967,5991785,"17,740,013,179 "
Switzerland,1966,5918002,"16,480,058,705 "
Switzerland,1965,5856472,"15,346,741,670 "
Switzerland,1964,5789228,"14,480,556,572 "
Switzerland,1963,5694247,"13,063,643,796 "
Switzerland,1962,5573815,"11,879,982,759 "
Switzerland,1961,5434294,"10,712,712,465 "
Switzerland,1960,5327827,"9,522,746,719 "
Syrian Arab Republic,2007,19425597,"40,405,006,007 "
Syrian Arab Republic,2006,18728200,"33,332,844,575 "
Syrian Arab Republic,2005,18132842,"28,858,965,517 "
Syrian Arab Republic,2004,17671913,"25,086,930,693 "
Syrian Arab Republic,2003,17304339,"21,828,144,686 "
Syrian Arab Republic,2002,16997521,"21,582,248,882 "
Syrian Arab Republic,2001,16694414,"21,099,833,784 "
Syrian Arab Republic,2000,16354050,"19,325,894,913 "
Syrian Arab Republic,1999,15972430,"15,873,875,969 "
Syrian Arab Republic,1998,15568797,"15,200,846,138 "
Syrian Arab Republic,1997,15151962,"14,505,233,969 "
Syrian Arab Republic,1996,14736209,"13,789,560,878 "
Syrian Arab Republic,1995,14331962,"11,396,706,587 "
Syrian Arab Republic,1994,13941025,"10,122,020,000 "
Syrian Arab Republic,1993,13559642,"13,695,962,019 "
Syrian Arab Republic,1992,13186187,"13,253,565,899 "
Syrian Arab Republic,1991,12817578,"12,981,833,333 "
Syrian Arab Republic,1990,12451539,"12,308,624,284 "
Syrian Arab Republic,1989,12088714,"9,853,396,226 "
Syrian Arab Republic,1988,11730217,"10,577,042,355 "
Syrian Arab Republic,1987,11374772,"11,356,215,713 "
Syrian Arab Republic,1986,11020718,"13,293,209,270 "
Syrian Arab Republic,1985,10667245,"16,403,544,511 "
Syrian Arab Republic,1984,10313485,"17,503,082,982 "
Syrian Arab Republic,1983,9960833,"17,589,184,557 "
Syrian Arab Republic,1982,9613517,"16,298,905,397 "
Syrian Arab Republic,1981,9277263,"15,518,199,247 "
Syrian Arab Republic,1980,8956156,"13,062,421,025 "
Syrian Arab Republic,1979,8651904,"9,929,682,184 "
Syrian Arab Republic,1978,8363346,"9,275,203,106 "
Syrian Arab Republic,1977,8088148,"7,696,011,360 "
Syrian Arab Republic,1976,7822610,"7,633,528,921 "
Syrian Arab Republic,1975,7564000,"6,826,980,767 "
Syrian Arab Republic,1974,7311685,"5,159,557,176 "
Syrian Arab Republic,1973,7066474,"3,239,488,105 "
Syrian Arab Republic,1972,6828765,"3,059,682,162 "
Syrian Arab Republic,1971,6599366,"2,589,851,693 "
Syrian Arab Republic,1970,6378802,"2,140,383,696 "
Syrian Arab Republic,1969,6166933,"2,245,011,572 "
Syrian Arab Republic,1968,5963248,"1,753,746,370 "
Syrian Arab Republic,1967,5767478,"1,580,229,795 "
Syrian Arab Republic,1966,5579283,"1,342,287,557 "
Syrian Arab Republic,1965,5398333,"1,472,036,551 "
Syrian Arab Republic,1964,5224579,"1,339,494,290 "
Syrian Arab Republic,1963,5057825,"1,200,447,429 "
Syrian Arab Republic,1962,4897428,"1,110,565,864 "
Syrian Arab Republic,1961,4742596,"945,244,992 "
Syrian Arab Republic,1960,4592777,"857,704,432 "
Tajikistan,2015,8481855,"7,853,450,374 "
Tajikistan,2014,8295840,"9,236,309,138 "
Tajikistan,2013,8111894,"8,506,674,783 "
Tajikistan,2012,7930929,"7,633,036,366 "
Tajikistan,2011,7753925,"6,522,755,783 "
Tajikistan,2010,7581696,"5,642,221,529 "
Tajikistan,2009,7414960,"4,979,471,964 "
Tajikistan,2008,7254072,"5,161,298,559 "
Tajikistan,2007,7099021,"3,719,515,379 "
Tajikistan,2006,6949566,"2,830,228,903 "
Tajikistan,2005,6805655,"2,312,344,311 "
Tajikistan,2004,6666628,"2,076,148,710 "
Tajikistan,2003,6532871,"1,554,125,543 "
Tajikistan,2002,6406518,"1,221,113,795 "
Tajikistan,2001,6290413,"1,080,774,006 "
Tajikistan,2000,6186152,"860,550,294 "
Tajikistan,1999,6094126,"1,086,567,368 "
Tajikistan,1998,6012308,"1,320,126,665 "
Tajikistan,1997,5936780,"921,843,116 "
Tajikistan,1996,5862224,"1,043,893,063 "
Tajikistan,1995,5784330,"1,231,523,105 "
Tajikistan,1994,5702611,"1,346,074,461 "
Tajikistan,1993,5616797,"1,646,693,875 "
Tajikistan,1992,5523207,"1,909,246,641 "
Tajikistan,1991,5417554,"2,535,545,389 "
Tajikistan,1990,5297286,"2,629,395,066 "
Tanzania,2015,53470420,"44,895,392,077 "
Tanzania,2014,51822621,"48,030,400,964 "
Tanzania,2013,50213457,"44,333,456,245 "
Tanzania,2012,48645709,"39,087,748,240 "
Tanzania,2011,47122998,"33,878,631,649 "
Tanzania,2010,45648525,"31,407,908,612 "
Tanzania,2009,44222113,"28,573,777,052 "
Tanzania,2008,42844744,"27,368,386,358 "
Tanzania,2007,41522004,"21,501,741,757 "
Tanzania,2006,40260847,"18,610,460,327 "
Tanzania,2005,39065600,"16,929,976,600 "
